id,name,phone_number,url,notification,primary_care_doctor,adress,holiday_support
2571,手塚医院,03-3990-9970,-,なし,0,東京都練馬区中村南3-15-2,0.0
2572,練馬休日急患診療所,03-3994-2238,-,なし,0,東京都練馬区豊玉北６-１２-１ 練馬区役所東庁舎2階,1.0
2573,公益財団法人東京都医療保健協会 練馬総合病院,03-5988-2200,-,なし,1,東京都練馬区旭丘1-24-1,0.0
2574,野口クリニック,03-5387-1105,-,なし,1,東京都練馬区谷原５-２７-５,0.0
2575,医療法人社団康和会 田中医院,03-3996-5700,-,なし,0,東京都練馬区谷原６-９-８,2
2576,医療法人社団ヅーフハルマ中村医院,03-3997-0250,-,なし,1,東京都練馬区谷原２丁目１１番５号,2
2577,医療法人社団慈守会 池田医院,03-5372-6119,-,なし,1,東京都練馬区高野台1-3-7 ＮＦプラザⅡ 201,0.0
2578,一般社団法人 練馬区医師会 医療健診センター,03-3997-6175,-,なし,0,東京都練馬区高野台2-23-20,0.0
2579,高野台クリニック,03-5393-8883,-,なし,0,東京都練馬区高野台1-7-20,0.0
2580,医療法人社団慶津会 高野台ホームクリニック,03-5923-0877,-,なし,0,東京都練馬区高野台5-13-7チャームスイート石神井公園1階,2
2581,ハートフルクリニック高野台,03-5923-9833,-,なし,0,東京都練馬区高野台1-6-8,0.0
2582,うちだ内科クリニック,03-3970-2433,-,なし,1,東京都練馬区富士見台２-４-１５ 大惣ビル１階,0.0
2583,社会福祉法人富士見会 富士見台診療所,03-3998-4322,-,なし,0,東京都練馬区富士見台2-34-4,0.0
2584,医療法人社団洋正会　高野台いいづか耳鼻咽喉科,web予約,https://park.paa.jp/park2/clinics/2375,なし,1,東京都練馬区南田中3-7-28,0.0
2585,とうみょう内科クリニック,03-5923-6262,-,なし,1,東京都練馬区南田中1-13-13,0.0
2586,医療法人社団 平真会 薬師堂診療所,03-3997-2657,-,なし,1,東京都練馬区南田中3-26-3,0.0
2587,わだファミリークリニック,03-6915-9156,-,なし,1,東京都練馬区南田中３-７-２９,0.0
2588,三健会 渡辺整形外科内科医院,9011630567,-,なし,1,東京都練馬区石神井町2-13-15,0.0
2589,二葉医院,0339221466,-,なし,0,東京都練馬区三原台1-1-17,0.0
2590,医療法人社団 弘健会 菅原医院,03-3996-3016,-,発熱外来は9時～10時までにお電話でご予約をお取りください。症状の重い方、重症化ﾘｽｸの高い方から優先でご案内しております。ご理解の程、よろしくお願い致します。,0,東京都練馬区石神井町3-9-16,0.0
2591,医療法人社団友健会浅村こどもクリニック,03-5372-6686,-,なし,0,東京都練馬区石神井町2丁目８-２１星ビル２F,2
2592,ホームクリニックえにし,03-6913-2080,-,なし,0,東京都練馬区石神井町2-15-1NMSビル2階,2
2593,医療法人社団 莉生会 メディケアクリニック石神井公園,03-6913-2278,-,なし,0,東京都練馬区石神井町2-8-21 MJYビル２F・３F,0.0
2594,石神井公園駅前えんじゅ内科クリニック,03-3995-7700,-,なし,0,東京都練馬区石神井町三丁目24-7 岩田ビル3階,0.0
2595,野地医院,03-3996-5796,-,なし,0,東京都練馬区下石神井６-２１-７,0.0
2596,なごみクリニック,03-3995-7530,-,なし,0,東京都練馬区下石神井4-7-28　1F,0.0
2597,医療法人社団 白鳳会 大角医院,web予約,https://oosumi-cl.net/,なし,1,東京都練馬区上石神井4-3-23,0.0
2598,医療法人社団上石神井サン・クリニック,03-5910-3888,-,なし,1,東京都練馬区上石神井3-6-34,0.0
2599,いがらし小児科,03-3594-7661,-,なし,1,東京都練馬区上石神井1-34-18,0.0
2600,医療法人社団峰紋会クルマタニクリニック,03-3928-0508,-,なし,1,東京都練馬区上石神井1-25-8,0.0
2601,のじり内科クリニック,03-5903-5578,-,なし,0,東京都練馬区上石神井1- 40-13第七田中ビルF1,0.0
2602,医療法人社団 明祐会 シルバーケア クリニック,03-5903-9091,-,なし,0,東京都練馬区上石神井2-37-5,0.0
2603,医療法人社団優腎会 優人上石神井クリニック,03-5903-3630,-,人工透析専門のクリニックの為、当院で外来維持透析中の患者さん以外の方の検査はお受けすることができません。,0,東京都練馬区上石神井1-13-13SKYビル3・4・5・6階,1.0
2604,さとう内科医院,03-5903-9613,-,なし,0,東京都練馬区石神井台4-7-3 石神井台クリニックモール1階,0.0
2605,くどうクローバークリニック,web予約,"kudocloverclinic2@gmail.com

",なし,1,東京都練馬区関町北2-26-17,0.0
2606,大竹耳鼻咽喉科,03-3929-8733,-,なし,1,東京都練馬区関町北２-26-18,0.0
2607,加藤クリニック,03-3920-3920,-,初診電話診療は行いません。,1,東京都練馬区関町北2-27-11-5F,0.0
2608,関町内科クリニック,03-5903-3881,-,電話診療は発熱外来時間帯はお受けできません。発熱外来は事前予約制ですので、必ず電話予約お願いします。,1,東京都練馬区関町北5-6-1 トパーズハイム１F,0.0
2609,医療法人社団　徳枝会 佐藤皮膚科小児科クリニック,03-3928-2767,-,なし,0,東京都練馬区関町北１-２２-１０　SATO　1st building 201 ,0.0
2610,白戸医院,03-5991-1300,-,なし,0,東京都練馬区関町北4-14-19,2
2611,医療法人社団 岡田医院,03-3920-1232,-,なし,1,東京都練馬区関町北1-8-9,2
2612,関町こどもクリニック,03-5991-0888,-,なし,0,東京都練馬区関町北５-１５-２６ 望月ビル２F,0.0
2613,医療法人社団こいし会 関町ゆいクリニック,03-6766-0808,-,なし,1,東京都練馬区関町北2-26-11,0.0
2614,医療法人社団遼山会　関町病院,03-3920-0532,-,高校生以上の、かかりつけ患者（6ヶ月以内に、受診歴のある患者）が対象となります。ご受診をご希望の方は、電話にてご連絡ください。,0,東京都練馬区関町北1-6-19,0.0
2615,医療法人社団はなぶさ会 島村記念病院,03-3928-0071,-,なし,0,東京都練馬区関町北2-4-1,2
2616,ゆき医院,03-3929-0250,-,なし,1,東京都練馬区関町東1-1-14,0.0
2617,慈雲堂病院,03-3928-6511,-,なし,1,東京都練馬区関町南四丁目14番53号,0.0
2618,田中脳神経外科病院,03-3920-6263,-,なし,1,東京都練馬区関町南3-9-23,2
2619,野崎クリニック,03-3920-4066,-,なし,1,東京都練馬区立野町14-15,0.0
2620,みみはなのど吉祥寺なかむらクリニック,03-5903-7050,-,事前にお電話にてご予約のうえご来院ください,1,東京都練馬区立野町14-21ライオンズマンション吉祥寺北1階,0.0
2621,医療法人社団蘭松会立野町蘭松医院,03-5991-6258,-,なし,1,東京都練馬区立野町25-5,2
2622,医療法人社団慈翠会 金子保谷内科クリニック,03-3921-4159,-,"小学１年生以上が対象になります。完全予約制になりますので、ホームページのweb予約受付より予約してください。
前日15時より予約が可能です。",1,東京都練馬区南大泉5-31-14,0.0
2623,杉山医院,03-3995-1333,-,なし,1,東京都練馬区谷原3-1-20,0.0
2624,石神井休日急患診療所,03-3996-3404,-,"
",0,東京都練馬区石神井町３-３０-２６ 石神井庁舎地下１階,1.0
2625,順天堂大学医学部附属練馬病院,03-5923-3111,-,必ず前もって電話にてご予約ください。診療状況によりご要望にお応えできないこともございます。,1,東京都練馬区高野台３-１-１０,0.0
2626,大泉中央クリニック,03-3923-5678,-,メールでの問い合わせは受けません,1,東京都練馬区大泉学園町6-27-2,0.0
2627,新田クリニック,03-5933-3071,-,なし,1,東京都練馬区大泉学園町1ｰ28ｰ5,0.0
2628,"医療法人　千雅
千雅医院",03-5935-6065,-,なし,0,東京都練馬区大泉学園町四丁目3番29号藤ハイム202号,0.0
2629,医療法人社団浩陽会　はやみ医院,03-3922-3956,-,"一般診療、小児の各種ワクチンなどの間に時間を作りかかりつけの方のみ拝見させて頂きます。事前のお電話は必須ですが必ず営業時間に御協力御理解の程お願いいたします。
",0,東京都練馬区大泉学園町5-7-21,0.0
2630,医療法人社団尚仁会 中村内科クリニック,03-3867-1711,-,夏季休診R4.8/12(金)～8/16(火)まで,0,東京都練馬区大泉学園町4-22-13,0.0
2631,医療法人社団 翔洋会 辻内科循環器科歯科クリニック,03-3924-2017,-,なし,0,東京都練馬区大泉学園町8-24-25,2
2632,医療法人社団あかつき会 後町クリニック,03-3923-3006,-,なし,0,東京都練馬区大泉学園町４-１-２５,0.0
2633,医療法人社団 安和会 若井内科呼吸器科,03-5933-2011,-,当日予約制です。必ずお電話をしてください。,0,東京都練馬区大泉学園町7-15-16 ハナブサ第一ビル3階,0.0
2634,医療法人社団駿栄会レーヴこどもクリニック,web予約,https://reveclinic.atat.jp/,予約ページから（https://reveclinic.atat.jp/）当日受付の番号取った人のみ診察可能。検査のみの対応はしていません。,1,東京都練馬区大泉町2-12-1,0.0
2635,ねりま西クリニック,03-5933-3077,-,なし,1,東京都練馬区大泉町3-2-9,0.0
2636,メグ・マグノリアクリニック,03-5947-6260,-,なし,1,東京都練馬区大泉町1-54-15,0.0
2637,さんくりにっく,03-3924-0101,-,当院かかりつけ患者様のみに対応しております。症状がある場合には、必ず事前に電話連絡をお願いいたします。,0,東京都練馬区大泉町1-28-2,0.0
2638,大泉学園耳鼻咽喉科,web予約,https://oizumi.atat.jp/i/f.php,毎朝7時より発熱外来電話03-4580-8231で予約を受付します。受付する「1」を押したら診察券番号は入力せずに「当院初めての方」として「＃」を押してください,1,東京都練馬区東大泉1-37-20シティータワー大泉学園1F,0.0
2639,水谷内科呼吸器科クリニック,03-3867-8141,-,第二、第四、第五水曜の検査はありません。検査結果の判明には48時間以上を要することがあります。,1,東京都練馬区東大泉6-51-4　TKマンション1階,0.0
2640,みかみ耳鼻咽喉科,03-3924-8741,-,必ず事前に電話にて確認をお願いします。,1,東京都練馬区東大泉５-４３-１ ゆめりあタワー １階,0.0
2641,医療法人社団仁裕会 木村耳鼻咽喉科医院,03-3867-1717,-,なし,1,東京都練馬区東大泉6-1-1,0.0
2642,医療法人社団弘順会大井手クリニック,03-5905-2625,-,発熱その他体調不良で診察希望の方は必ず電話予約をして下さい。小児の発熱外来は年齢によっては可能ですので電話にて問い合わせ下さい。,1,東京都練馬区東大泉5-34-10,0.0
2643,医療法人社団健功会 山川クリニック,03-3867-1885,-,なし,1,東京都練馬区東大泉7-38-5,0.0
2644,なかじま内科,03-3922-7722,-,なし,1,東京都練馬区東大泉４ー３１ー１北園メディカルモール２階,0.0
2645,エムズクリニック,03-6789-7866,-,ご来院頂く前にお電話（03-6789-7866）での予約をお願い致します。大人の方も受診可能です♪,1,東京都練馬区東大泉6-51-1,0.0
2646,大泉生協病院,03-5387-3111,-,なし,1,東京都練馬区東大泉6-3-3,0.0
2647,医療法人社団純正会　東大泉病院,03-3924-5820,-,なし,0,東京都練馬区東大泉7-36-10,0.0
2648,医療法人社団川満惠光会 川満外科,03-3922-2912,-,なし,0,東京都練馬区東大泉6-34-46,0.0
2649,マサキ小児科アレルギー科,03-3923-1515,-,なし,0,東京都練馬区東大泉２-５-１０,0.0
2650,医療法人社団大晃会 渡辺医院,03-3922-3245,-,なし,0,東京都練馬区東大泉２-３８-１５,2
2651,大泉アカデミアクリニック,03-5933-2522,-,なし,0,東京都練馬区東大泉1-30-4 ３階,0.0
2652,こばやし泌尿器科・皮膚科,03-6904-5980,-,1年以内に来院歴があり、かつ2回以上の新型コロナワクチンを接種済みの方のみ。,0,東京都練馬区東大泉6-47-18　ドクターズポート大泉学園,0.0
2653,医療法人社団正弘会江渕クリニック,03-5947-4976,-,なし,0,東京都練馬区東大泉3-18-16-1階,2
2654,医療法人社団 昌泉会 やすひさ内科クリニック,03-3922-8922,-,なし,0,東京都練馬区東大泉5-40-24 サンダリオンビル1Ｆ,2
2655,医療法人社団 優腎会 優人大泉学園クリニック,03-3867-5510,-,なし,0,東京都練馬区東大泉１-２８-７ フォンターナ琴坂２・３階,2
2656,東大泉メディカルクリニック,03-3922-3421,-,なし,0,東京都練馬区東大泉2丁目11-31,0.0
2657,のざき内科クリニック,03-3978-7722,-,なし,0,東京都練馬区東大泉1-37-1　マルキシビル４階,0.0
2658,医療法人社団松生会臼杵クリニック,03-3924-0443,-,なし,1,東京都練馬区南大泉4-47-9 コンフォート南大泉1Ｆ,0.0
2659,医療法人社団恵瑛会 上杉耳鼻咽喉科医院,03-3924-8187,-,なし,1,東京都練馬区南大泉４-４８-７,0.0
2660,医療法人社団てらもとクリニック,03-5905-6006,-,なし,1,東京都練馬区南大泉1-15-39スプリング101,0.0
2661,医療法人社団典美会 保谷医院,03-3924-3258,-,なし,1,東京都練馬区南大泉４-５０-１５,0.0
2662,うんのクリニック,03-3921-6177,-,なし,0,東京都練馬区南大泉３-２７-１２ ハイシティ南大泉１F,0.0
2663,医療法人社団澄笛会　竹下医院,03-3922-3341,-,なし,0,東京都練馬区南大泉5-36-9,0.0
2664,医療法人社団優夏会川村内科クリニック,03-5947-5033,-,なし,0,東京都練馬区南大泉5-20-27,2
2665,医療法人社団 英泉会 佐伯医院,03-3925-1238,-,なし,1,東京都練馬区西大泉５-３５-８,0.0
2666,医療法人社団サマリア会 西大泉呼吸器科内科クリニック,03-5905-5300,-,なし,1,東京都練馬区西大泉六丁目20番3号,0.0
2667,山東医院,03-3922-2738,-,なし,1,東京都練馬区西大泉1-2-5,0.0
2668,医療法人社団 明堂会 林耳鼻咽喉科医院,03-3925-3387,-,なし,0,東京都練馬区西大泉5-2-5,0.0
2669,いそべクリニック,03-5372-6566,-,なし,1,東京都練馬区谷原1-12-10 東明ビル1F,2
2670,内科 吉沢医院,03-6423-0707,-,感冒や新型コロナウイルス感染症など急性疾患に限り受付致します。,1,東京都練馬区旭町3-25-21 ユーゲント兎月１階,0.0
2671,医療法人社団祥和会 中村内科クリニック,03-3977-3673,-,"【かかりつけ患者のみ】
・電話受付にて要予約(当日分のみ)・受付上限に達し次第終了
",0,東京都練馬区旭町2-9-13 光が丘パークヴィラ１階,0.0
2672,旭町診療所,03-3938-3011,-,なし,0,東京都練馬区旭町1-29-13,2
2673,きくかわクリニック 糖尿病内科・・老年内科,web予約,https://kikukawa-cl.jp/,なし,1,東京都練馬区光が丘3-9-2IMA南館２階,0.0
2674,医療法人社団ナイズ　キャップスクリニック光が丘,web予約,https://mypage.caps-clinic.jp/sp/index.html,なし,1,東京都練馬区光が丘２丁目１０番２号光が丘IMA東館２階,1.0
2675,"医療法人社団　健寿の樹
きくかわクリニック東館分院内科・老年内科",web予約,kikukawa-cl.jp,状況に応じ、変更となる場合があります。ホームページをご確認下さい。,1,東京都練馬区光が丘2丁目10-2　IMA東館2階,0.0
2676,医療法人社団 いとう小児科クリニック,03-3979-2011,-,なし,1,東京都練馬区光が丘3-7-1-101,0.0
2677,公益社団法人地域医療振興協会練馬光が丘病院,03-3979-3611,-,なし,1,東京都練馬区光が丘2丁目11-1,1.0
2678,医療法人社団健志会飯島医院,03-3976-6087,-,なし,0,東京都練馬区光が丘7-3-6-102,2
2679,医療法人社団金谷クリニック,03-3979-2331,-,なし,0,東京都練馬区光が丘２丁目4-11-102,0.0
2680,医療法人社団橙樹会 光が丘内田クリニック,03-3676-6411,-,なし,0,東京都練馬区光が丘3-3-4-101,2
2681,沼口整形外科・小児科,03-3976-0131,-,なし,0,東京都練馬区光が丘5-2-5 102,2
2682,医療法人社団市原外科内科,03-3939-3357,-,なし,1,東京都練馬区田柄1-1-12,0.0
2683,医療法人社団中山クリニック,03-3939-0361,-,電話予約なしで、メールのみでの対応は行いませんのでご了承ください,1,東京都練馬区田柄 2-45-8,0.0
2684,本橋内科クリニック,03-3938-3501,-,電話による完全予約制となっております。電話予約開始は午前９時です。,1,東京都練馬区田柄2-30-14,0.0
2685,小林内科クリニック,03-3926-8802,-,なし,1,東京都練馬区田柄3-13-20,0.0
2686,間遠医院,03-3975-1550,-,なし,1,東京都練馬区田柄4-27-23,0.0
2687,光が丘こどもクリニック,03-3999-7777,-,なし,1,東京都練馬区田柄5-16-5 C CLINIC HIKARIGAOKA 1F,0.0
2688,光が丘整形外科,03-5971-2601,-,電話での事前受付となります。整形外科と内科の通常診療後の診察ですので、その日によって診療時間・人数が異なります。ご了承ください。,0,東京都練馬区 田柄5-28-10,0.0
2689,医療法人社団輝恭会いしい脳神経外科・内科クリニック,03-5971-8555,-,発熱の方は電話診察になります。対面診察が必要な重症の方は対応できません。事前受付の上当院窓口へお電話ください「受付番号〇番発熱の診察を受けたい」と伝えください。,0,東京都練馬区田柄5丁目２０-２０ヴィルドミール光が丘１０１,0.0
2690,内田こどもクリニック,03-3977-1101,-,なし,0,東京都練馬区田柄２-１９-２３,2
2691,医療法人社団優腎会 優人クリニック,03-5383-6760,-,透析専門透析内科のためかかりつけ患者様以外受け付けておりません。,0,東京都練馬区田柄2-52-10 第10藤ビル1.3.4.5.6階,1.0
2692,練馬光が丘内科内視鏡クリニック,03-3577-7149,-,なし,0,東京都練馬区田柄5-16-5C CLINIC HIKARIGAOKA 3階,0.0
2693,医療法人社団光風会 大木耳鼻咽喉科医院,03-3970-8733,-,なし,1,東京都練馬区春日町6-10-45 プラスパス春日2階,0.0
2694,医療法人社団侑佳会 岡田内科クリニック,03-5987-3888,-,なし,1,東京都練馬区春日町3-4-9 春日コーポ2階,0.0
2695,医療法人社団大順会 豊島園大腸肛門科,03-3998-3666,-,なし,0,東京都練馬区春日町４-６-１４,0.0
2696,医療法人社団 心優会 安藤クリニック,03-3990-8001,-,なし,0,東京都練馬区春日町6-5-15-2F,0.0
2697,おおぐちこどもクリニック,03-5971-9009,-,なし,0,東京都練馬区春日町5-33-30-1F,0.0
2698,ハートクリニック練馬春日町,03-5971-8550,-,なし,0,東京都練馬区春日町　5丁目33-30,0.0
2699,しまむらファミリークリニック,03-5848-6477,-,なし,0,東京都練馬区春日町3-29-8 2F,0.0
2700,光が丘南佐藤医院,03-3926-8765,-,なし,1,東京都練馬区高松4-12-17,0.0
2701,医療法人社団清美会 宮園内科クリニック,03-3825-1001,-,発熱外来は「電話予約制」になります。電話にて9:00～11:00の間にお申し込みください。,1,東京都練馬区高松１-４２-２０,0.0
2702,医療法人凌山会たかまつクリニック,03-5987-5860,-,なし,0,東京都練馬区高松1-14-5 ローズガーデン1階,0.0
2703,医療法人社団蒼生会高松医院,03-3997-1171,-,なし,0,東京都練馬区高松６丁目４-２３,2
2704,かえるクリニック,03-5967-1195,-,なし,0,東京都練馬区土支田1-31-11山八マンションA棟105a,0.0
2705,下島メディカルクリニック,03-5945-3266,-,なし,1,東京都練馬区北町2-36-6　ソレム守屋1階,0.0
2706,医療法人社団松永クリニック,03-3933-7571,-,なし,1,東京都練馬区北町3-20-4,0.0
2707,鈴木医院,03-5921-0322,-,なし,1,東京都練馬区北町7-20-33,0.0
2708,こくぶん医院,03-3933-5550,-,"令和4年8月15、16、17、18、19、20日は休診致します。(令和4年7月1日記載)
令和4年9月28日は臨時休診致します。(令和4年8月27日記載)",1,東京都練馬区北町１-３６-１８,0.0
2709,耳鼻咽喉科まちの医院,03-3933-2344,-,なし,0,東京都練馬区北町1-28-4,0.0
2710,しろた内科・胃腸科クリニック,03-5398-0200,-,なし,0,東京都練馬区北町2丁目-22番地-11号  グランサンテ2F,2
2711,練馬きたまち内科・糖尿病内科クリニック,03-3550-7555,-,なし,0,東京都練馬区北町3-16-10,0.0
2712,医療法人社団 清真会 麦島内科クリニック,web予約,https://clinics-app.com/clinic/60331f4cc4b9aa40d6080bc0/exclusive_reservation,夏季休暇：2022年8月10日～2022年8月17日この期間は休診です。,1,東京都練馬区錦1-21-1,0.0
2713,宮本外科内科,03-3933-5656,-,なし,1,東京都練馬区錦　2-8-5,0.0
2714,医療法人社団のと小児科クリニック,03-5945-9855,-,なし,1,東京都練馬区平和台4-12-6,0.0
2715,医療法人社団善和会小船内科医院,03-3931-7161,-,8時45分から電話受付開始,1,東京都練馬区平和台３-９-１,0.0
2716,医療法人社団光葉会 佐川クリニック,03-6915-7233,-,なし,1,東京都練馬区平和台2-11-14,0.0
2717,練馬第一診療所,03-3933-8957,-,なし,1,東京都練馬区平和台4丁目20番16号,2
2718,仲町メディカルクリニック,03-5921-2382,-,なし,0,東京都練馬区平和台1-31-3,2
2719,医療法人社団鉄祐会 祐ホームクリニック平和台,050-3684-9127,-,なし,0,東京都練馬区平和台4丁目25-12 七海ビル2階,0.0
2720,医療法人社団和泰会平和台クリニック,03-5922-1241,-,オンライン診療または電話にてご連絡の上、検査にお出で頂きます。,0,東京都練馬区平和台4-26-8 ザ・グランディール平和台Ⅰ,0.0
2721,医療法人社団交友会　氷川台内科クリニック,03-5912-5700,-,なし,1,東京都練馬区氷川台3-39-12　風祭ビル1階,0.0
2722,医療法人社団じんの内科医院,03-5922-6171,-,なし,1,東京都練馬区氷川台3-24-21 1階,0.0
2723,医療法人社団 吉明会 クリニカ氷川台耳鼻咽喉科,03-3557-3375,-,なし,1,東京都練馬区氷川台3-39-2,0.0
2724,医療法人社団のと小児科クリニック氷川台のと小児科クリニック,03-5946-9950,-,なし,1,東京都練馬区氷川台3-40-6 1階、3階,0.0
2725,城北公園クリニック,03-5922-6333,-,なし,0,東京都練馬区氷川台4-7-1,2
2726,医療法人社団　憲幸会　田村内科小児科医院,03-3934-7748,-,なし,1,東京都練馬区早宮２-２２-１５,0.0
2727,知久医院,03-3994-0220,-,発熱外来受診の方は診療所に到着しましたら待合室には入らずに知久医院に電話して下さい。スタッフが対応致します。,1,東京都練馬区早宮1-22-14,0.0
2728,平和台耳鼻咽喉科,03-5398-3387,-,なし,1,東京都練馬区早宮２-１７-３３スカイスクレーパー201、202,0.0
2729,関根ウィメンズクリニック,03-3931-5588,-,"院内感染対策は、換気も含め、きちんととっています。何か、心配なことがあればご相談ください。
妊婦さんを含む、当院のかかりつけの方が対象です。",0,東京都練馬区早宮2-24-10,0.0
2730,いしだ内科ハートクリニック,03-6914-7151,-,なし,1,東京都練馬区早宮1-1-1 チェレステ氷川台1階,2
2731,医療法人社団健康会 高橋医院,03-3810-5665,-,なし,1,東京都荒川区町屋三丁目2番10号ISEビル1階2階3階地下1階,1.0
2732,社会福祉法人 上智社会事業団 上智クリニック,03-3892-4514,-,事前に必ずお電話にて予約をお願いします。,1,東京都荒川区町屋4-9-10,0.0
2733,小沼医院,03-3895-6603,-,なし,1,東京都荒川区町屋6-19-15,0.0
2734,医療法人社団 武田内科小児科クリニック,03-3892-5324,-,なし,1,東京都荒川区町屋8-7-2,0.0
2735,まちや耳鼻咽喉科クリニック,03-3800-1133,-,なし,1,東京都荒川区町屋3-9-12町屋ビル２階201,0.0
2736,医療法人社団杏和会寺田クリニック,03-3892-5725,-,なし,1,東京都荒川区町屋３丁目２３番１４号,0.0
2737,陳内科クリニック,03-3800-2700,-,なし,1,東京都荒川区荒川区町屋１-１-９メディカルセンターMedium町屋５階,2
2738,山本医院,03-3895-5365,-,なし,1,東京都荒川区町屋4-8-4,2
2739,医療法人社団静産会あらかわレディースクリニック,03-6807-8867,-,対応が出来ない為、ご案内を中止させて頂きます。,0,東京都荒川区町屋1-8-8,0.0
2740,竹内病院,03-3892-7771,-,なし,1,東京都荒川区荒川６-７-８,0.0
2741,医療法人社団水野クリニック,03-3891-0219,-,なし,1,東京都荒川区荒川1-49-2,0.0
2742,荒川生協診療所,03-3802-2601,-,なし,1,東京都荒川区荒川4-54-5,0.0
2743,医療法人 社団いずみ 大泉クリニック,03-3895-7231,-,予約制になりますので、お電話にてご予約をお願いいたします。,1,東京都荒川区荒川6丁目４１-４ カリーノ町屋1階,0.0
2744,医療法人社団くすのき会わかすぎ小児科クリニック,03-3810-7800,-,なし,1,東京都荒川区荒川7-46-1-205マークスタワー町屋,0.0
2745,田中整形外科,03-5850-8341,-,発熱外来は予約制のため発熱外来専用番号09053273687までご連絡ください。予約電話は診療時時間内のみ開設しております。,1,東京都荒川区荒川７ー７ー１８ 田中整形外科ビル１F,0.0
2746,町屋マークスタワークリニック,03-6807-7415,-,なし,1,東京都荒川区荒川7-46-1マークスタワー208,0.0
2747,まつおかこども クリニック,03-5604-1567,-,なし,1,東京都荒川区荒川2-4-１,0.0
2748,池田耳鼻咽喉科,03-3805-3387,-,なし,1,東京都荒川区荒川3-12-16 ライオンズマンション荒川公園104,0.0
2749,医療法人社団杏精会 岡田病院,03-3891-2231,-,なし,1,東京都荒川区荒川５-３-１,0.0
2750,荒川ひだまり在宅クリニック,03-5604-5653,-,なし,0,東京都荒川区荒川5-1-15奥澤ﾋﾞﾙ1階,0.0
2751,医療法人社団松田会 荒川外科肛門医院,03-3806-8213,-,なし,0,東京都荒川区荒川4-2-7,2
2752,医療法人社団　仁癒会　南千住つのだ医院,03-3802-0023,-,受診前に電話にてご連絡、ご相談をお願いいたします。混雑時は、時間指定をさせていただきます。ご了承ください。,1,東京都荒川区南千住6-65-12,0.0
2753,"社会医療法人社団 正志会
荒木記念東京リバーサイド病院",03-5850-0311,-,妊婦の方はかかりつけのみとさせていただきます。,1,東京都荒川区南千住8-4-4,0.0
2754,社会医療法人社団一成会木村病院,0356152111,-,なし,1,東京都荒川区南千住一丁目1番1号,0.0
2755,医療法人社団杏音会 土屋クリニック,03-3806-9029,-,なし,1,東京都荒川区南千住7-12-15,0.0
2756,汐入診療所,03-3807-2302,-,なし,1,東京都荒川区南千住8-10-3-101,0.0
2757,南千住内科クリニック,03-5615-5311,-,保険証を用意して通常は午前11時迄に電話でご予約下さい。,1,東京都荒川区南千住5-31-6-101,0.0
2758,金子医院,03-3891-2945,-,2022年8月17日～24日は休診いたします。,1,東京都荒川区南千住6丁目47番11号,0.0
2759,汐入耳鼻咽喉科,03-3802-8733,-,なし,1,東京都荒川区南千住8-4-5-102,0.0
2760,医療法人社団いなばキッズクリニック,03-5604-1710,-,なし,1,東京都荒川区南千住4-7-1BiVi南千住304,0.0
2761,南千住こどもクリニック,03-5615-2525,-,なし,1,東京都荒川区南千住7-1-1アクレスティ南千住303,0.0
2762,かどた内科クリニック,03-5604-1517,-,なし,1,東京都荒川区南千住4-7-1Bivi南千住3階,0.0
2763,医療法人社団聖幸会 茂澤メディカルクリニック,03-3891-1951,-,唾液PCRを自費にて実施　要予約となります,1,東京都荒川区南千住３-４-１,0.0
2764,医療法人社団KSハートメディカル ハートクリニック南千住,03-5604-0810,-,定期通院かかりつけ患者のみ,1,東京都荒川区南千住７-１-１ アクレスティ南千住３０５,0.0
2765,医療法人社団花水木会 はたの耳鼻咽喉科,03-6806-8733,-,なし,1,東京都荒川区南千住7-1-1アクレスティ南千住3階304号,0.0
2766,上野小児科医院,03-3806-4970,-,なし,1,東京都荒川区南千住1-13-22,0.0
2767,医療法人社団 久木留医院,03-3891-4639,-,なし,1,東京都荒川区南千住6-53-8,2
2768,磯医院,03-3807-8171,-,なし,0,東京都荒川区南千住1-56-10 本館１階,2
2769,東京ふれあい医療生活協同組合 宮の前診療所,03-3800-7111,-,なし,1,東京都荒川区西尾久２-３-２,0.0
2770,医療法人社団鈴木こどもクリニック,03-5855-3030,-,なし,1,東京都荒川区西尾久3-21-5 AYビル1階,0.0
2771,医療法人社団誠健会 尾久駅前内科クリニック,03-5855-0979,-,なし,1,東京都荒川区西尾久7-25-3,0.0
2772,医療法人社団専心会いがらしクリニック,03-3800-9629,-,なし,1,東京都荒川区西尾久1-32-16,0.0
2773,まる福ホームクリニック,03-6807-9810,-,診察日が限られています。必ず事前に電話でお問い合わせください,1,東京都荒川区西尾久4-27-3,0.0
2774,祐ホームクリニック荒川,050-3612-9696,-,なし,1,東京都荒川区西尾久7-17-9　レルム城北101号室,0.0
2775,令和あらかわクリニック,03-6807-8021,-,有症状の方、濃厚接触者への予約制外来です。妊婦も可。小児に関しては、体格に該当者のみ診察・検査を対応。120㎝・20kg以上の体格（小学1～2年程度）,1,東京都荒川区西尾久2-1-10,0.0
2776,医療法人社団藤寿会佐藤病院,03-3893-6525,-,なし,1,東京都荒川区西尾久５-７-１,0.0
2777,医療法人社団かわうち幸生会 西尾久クリニック,03-3800-1717,-,なし,0,東京都荒川区西尾久６-１５-５,0.0
